seed,score,rain_events,rain_count,turn_rain_counts,shock_2050_2055,shock_2065_2075,shock_2080_2100,rain_count_good,rain_counts_increase,no_policy_severe,neglect_or_agri_severe,balanced_avoids_severe,hard_less_than_no_policy,resident_prompt_no_policy,housing_prompt_no_policy,balanced_no_resident_prompt,relocation_no_resident_prompt,rnd_delays_crop,infra_ecosystem_worse
0,200,"[[2030, 173.59461184198616], [2052, 174.33510662414398], [2056, 280.9036720574911], [2059, 151.05129612478981], [2074, 191.03641240150134], [2081, 162.49087145045655], [2087, 236.06578500133776], [2094, 203.0812215078513], [2096, 187.8096941010303], [2097, 205.27893543513204]]",10,"[1, 4, 5]",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
68,200,"[[2029, 202.6032019979244], [2036, 214.35586934356976], [2038, 171.01390735463437], [2042, 168.48180387139652], [2051, 190.0151710109168], [2055, 178.7003764518385], [2064, 219.60523899360118], [2066, 193.6594165147546], [2071, 201.89078575794244], [2079, 191.6292881559419], [2087, 227.36603993816848], [2090, 252.3720323389703], [2095, 220.32398198318216], [2096, 181.01853320904843]]",14,"[4, 5, 5]",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
251,200,"[[2037, 159.5157214899289], [2038, 277.29521739598965], [2041, 187.64467612190006], [2042, 179.23075350100274], [2048, 153.7427468011043], [2049, 232.3102613200327], [2057, 191.41521733956515], [2061, 167.38698436164225], [2064, 182.87763789528532], [2065, 141.61084616388263], [2072, 223.65070137002144], [2074, 194.11419859537807], [2081, 248.0649255033553], [2087, 184.12779796343187], [2088, 223.6305147854933], [2089, 205.47383590003383], [2090, 162.61733702337605], [2094, 154.95751155949307], [2100, 210.67301485972686]]",19,"[6, 6, 7]",False,True,True,False,True,True,True,True,True,True,True,True,True,True,True
252,200,"[[2036, 159.55089194604136], [2037, 277.1284528216087], [2040, 187.63164013338525], [2041, 179.23206301595727], [2047, 153.78699349643222], [2048, 232.22226039976348], [2056, 191.39626867431093], [2060, 167.40778320957358], [2063, 182.87291603282236], [2064, 141.67373501875107], [2071, 223.58000379723333], [2073, 194.09141275816228], [2080, 247.9562699780364], [2086, 184.12127106355746], [2087, 223.5616348568739], [2088, 205.4336834903738], [2089, 162.6446928329166], [2093, 154.99667541540987], [2099, 210.6254913749951], [2100, 172.10925485485186]]",20,"[6, 6, 8]",False,True,True,False,True,True,True,True,True,True,True,True,True,True,True
253,200,"[[2035, 159.58606240215383], [2036, 276.9616882472277], [2039, 187.61860414487046], [2040, 179.23337253091177], [2046, 153.83124019176017], [2047, 232.13425947949426], [2055, 191.37732000905675], [2059, 167.4285820575049], [2062, 182.8681941703594], [2063, 141.7366238736195], [2070, 223.50930622444525], [2072, 194.06862692094649], [2079, 247.84761445271747], [2085, 184.11474416368304], [2086, 223.4927549282545], [2087, 205.39353108071376], [2088, 162.67204864245716], [2092, 155.03583927132664], [2098, 210.57796789026335], [2099, 172.1214804449395]]",20,"[6, 6, 8]",False,True,True,False,True,True,True,True,True,True,True,True,True,True,True
327,200,"[[2027, 190.469052342691], [2030, 190.736364102872], [2035, 196.93022958978585], [2038, 164.53612357829795], [2045, 151.3586271849218], [2051, 164.27310540163006], [2057, 177.36759563340652], [2065, 170.88933389106165], [2073, 221.1032914443432], [2074, 148.34422614083968], [2079, 180.90711549517698], [2092, 166.1879105657715], [2093, 236.08207960386582], [2098, 174.31724114620445]]",14,"[5, 5, 4]",False,True,True,True,False,True,True,True,True,True,True,True,True,True,True
328,200,"[[2026, 190.45076350655452], [2029, 190.7177060719087], [2034, 196.9010610918463], [2037, 164.56262875335963], [2044, 151.40713664771047], [2050, 164.29947384766325], [2056, 177.3719652873231], [2064, 170.9042589233019], [2072, 221.0368273556136], [2073, 148.39533094181155], [2078, 180.90566278218995], [2091, 166.20957901625098], [2092, 235.9942356662451], [2097, 174.32607314264683]]",14,"[6, 4, 4]",False,True,True,True,False,True,True,True,True,True,True,True,True,True,True
329,200,"[[2028, 190.69904804094543], [2033, 196.87189259390672], [2036, 164.58913392842132], [2043, 151.45564611049912], [2049, 164.32584229369644], [2063, 170.91918395554214], [2071, 220.97036326688402], [2072, 148.44643574278345], [2077, 180.90421006920295], [2090, 166.2312474667305], [2091, 235.90639172862436], [2096, 174.33490513908924]]",12,"[5, 3, 4]",False,True,True,True,False,True,True,True,True,True,True,True,True,True,True
330,200,"[[2027, 190.68039000998215], [2032, 196.84272409596713], [2035, 164.615639103483], [2042, 151.5041555732878], [2048, 164.35221073972963], [2062, 170.9341089877824], [2070, 220.90389917815443], [2071, 148.49754054375535], [2076, 180.90275735621591], [2089, 166.25291591721003], [2090, 235.81854779100365], [2095, 174.34373713553165]]",12,"[5, 3, 4]",False,True,True,True,False,True,True,True,True,True,True,True,True,True,True
331,200,"[[2026, 190.66173197901884], [2031, 196.81355559802756], [2034, 164.6421442785447], [2041, 151.55266503607646], [2047, 164.37857918576282], [2061, 170.94903402002262], [2069, 220.83743508942484], [2070, 148.54864534472725], [2075, 180.9013046432289], [2088, 166.27458436768953], [2089, 235.7307038533829], [2094, 174.35256913197404]]",12,"[5, 4, 3]",False,True,True,True,False,True,True,True,True,True,True,True,True,True,True
332,200,"[[2030, 196.78438710008797], [2033, 164.66864945360638], [2040, 151.60117449886513], [2046, 164.40494763179603], [2060, 170.96395905226288], [2068, 220.77097100069525], [2069, 148.59975014569912], [2074, 180.8998519302419], [2087, 166.29625281816905], [2088, 235.64285991576216], [2093, 174.36140112841645]]",11,"[4, 4, 3]",False,True,True,True,False,True,True,True,True,True,True,True,True,True,True
337,200,"[[2028, 164.80117532891478], [2035, 151.84372181280844], [2041, 164.536789861962], [2055, 171.0385842134641], [2063, 220.4386505570473], [2064, 148.85527415055859], [2069, 180.89258836530684], [2082, 166.40459507056664], [2083, 235.2036402276585], [2096, 175.25636002830393], [2100, 205.11951590902555]]",11,"[3, 4, 4]",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
338,200,"[[2027, 164.82768050397647], [2034, 151.8922312755971], [2040, 164.5631583079952], [2054, 171.05350924570436], [2062, 220.3721864683177], [2063, 148.90637895153048], [2068, 180.8911356523198], [2081, 166.42626352104617], [2082, 235.11579629003776], [2095, 175.2637554581039], [2099, 205.0805967830045]]",11,"[3, 4, 4]",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
339,200,"[[2026, 164.85418567903815], [2033, 151.94074073838576], [2039, 164.58952675402838], [2053, 171.0684342779446], [2061, 220.3057223795881], [2062, 148.95748375250236], [2067, 180.8896829393328], [2080, 166.44793197152566], [2081, 235.02795235241703], [2094, 175.27115088790387], [2098, 205.04167765698344]]",11,"[3, 4, 4]",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
340,200,"[[2032, 151.98925020117443], [2038, 164.61589520006157], [2052, 171.08335931018485], [2060, 220.23925829085852], [2061, 149.00858855347425], [2066, 180.8882302263458], [2079, 166.4696004220052], [2080, 234.9401084147963], [2093, 175.27854631770384], [2097, 205.00275853096235], [2100, 171.59183565879962]]",11,"[2, 4, 5]",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
348,200,"[[2044, 171.2027595681068], [2052, 219.70754558102178], [2053, 149.4174269612494], [2058, 180.8766085224497], [2071, 166.64294802584132], [2072, 234.2373569138304], [2085, 175.3377097561036], [2089, 204.69140552279381], [2092, 171.69605372057634], [2094, 176.69362459470761], [2096, 188.24605539647985], [2098, 179.05940557490095], [2100, 225.9779324896403]]",13,"[1, 5, 7]",False,True,True,True,True,True,True,True,False,True,True,True,True,True,True
349,200,"[[2043, 171.21768460034704], [2051, 219.6410814922922], [2052, 149.4685317622213], [2057, 180.87515580946265], [2070, 166.66461647632082], [2071, 234.14951297620968], [2084, 175.34510518590358], [2088, 204.65248639677276], [2091, 171.70908097829843], [2093, 176.69879542308945], [2095, 188.23319963082832], [2097, 179.06086742236448], [2099, 225.90669620645582], [2100, 183.0237562456423]]",14,"[1, 5, 8]",False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
865,200,"[[2035, 190.73485695236613], [2048, 177.80656711561815], [2052, 191.87031962840746], [2057, 185.6252513660649], [2064, 155.51017695489892], [2067, 226.57513045255246], [2068, 209.8296994730485], [2075, 182.76353898587], [2077, 193.978716587108], [2078, 239.41562193292168], [2080, 165.95515636948343], [2089, 165.14824182753432], [2090, 178.315438028425], [2092, 201.4790032101332], [2097, 175.04691931517425], [2100, 212.9823821231846]]",16,"[2, 6, 8]",False,True,False,False,True,True,True,True,True,True,True,True,True,True,True
866,200,"[[2034, 190.71636224435073], [2047, 177.81026331932318], [2051, 191.85045060942159], [2056, 185.6159137422654], [2063, 155.5503618497221], [2066, 226.4990805544494], [2067, 209.78107164437793], [2074, 182.75908474389416], [2076, 193.95625824051407], [2077, 239.32031731478912], [2079, 165.97761272065148], [2088, 165.1716514891437], [2089, 178.31808909267883], [2091, 201.44530688057895], [2096, 175.0546292473054], [2099, 212.93128060152407]]",16,"[2, 6, 8]",False,True,False,False,True,True,True,True,True,True,True,True,True,True,True
867,200,"[[2033, 190.69786753633534], [2046, 177.8139595230282], [2050, 191.83058159043574], [2055, 185.6065761184659], [2062, 155.5905467445453], [2065, 226.42303065634633], [2066, 209.73244381570737], [2073, 182.7546305019183], [2075, 193.93379989392017], [2076, 239.2250126966566], [2078, 166.0000690718195], [2087, 165.1950611507531], [2088, 178.32074015693266], [2090, 201.41161055102475], [2095, 175.06233917943655], [2098, 212.88017907986355]]",16,"[3, 6, 7]",False,True,False,False,True,True,True,True,True,True,True,True,True,True,True
882,200,"[[2035, 191.53254630564788], [2047, 156.19332016689307], [2050, 225.28228218480027], [2051, 209.00302638564915], [2058, 182.68781687228065], [2060, 193.59692469501118], [2061, 237.79544342466832], [2073, 178.36050612074007], [2080, 175.17798816140382], [2083, 212.11365625495554], [2087, 220.66712521370738], [2089, 176.6906385165464], [2093, 178.07406322568013], [2099, 185.32168158018584]]",14,"[3, 5, 6]",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
883,200,"[[2034, 191.51267728666204], [2049, 225.20623228669717], [2050, 208.9543985569786], [2057, 182.6833626303048], [2059, 193.57446634841727], [2060, 237.7001388065358], [2072, 178.3631571849939], [2079, 175.18569809353497], [2082, 212.062554733295], [2086, 220.6028221017815], [2088, 176.6958548035052], [2092, 178.0770799089248], [2098, 185.31342359502483], [2100, 174.1313550478814]]",14,"[3, 4, 7]",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
884,200,"[[2033, 191.49280826767617], [2048, 225.1301823885941], [2049, 208.90577072830806], [2056, 182.67890838832898], [2058, 193.55200800182334], [2059, 237.60483418840323], [2071, 178.36580824924772], [2078, 175.19340802566612], [2081, 212.01145321163446], [2085, 220.5385189898556], [2087, 176.70107109046404], [2091, 178.0800965921694], [2097, 185.30516560986382], [2099, 174.14044768060936]]",14,"[3, 4, 7]",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
885,200,"[[2032, 191.47293924869032], [2047, 225.05413249049104], [2048, 208.8571428996375], [2055, 182.67445414635313], [2057, 193.5295496552294], [2058, 237.50952957027067], [2070, 178.36845931350155], [2077, 175.20111795779727], [2080, 211.96035168997395], [2084, 220.47421587792968], [2086, 176.70628737742288], [2090, 178.08311327541404], [2096, 185.2969076247028], [2098, 174.1495403133373]]",14,"[3, 4, 7]",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
886,200,"[[2031, 191.45307022970445], [2046, 224.97808259238798], [2047, 208.80851507096696], [2054, 182.66999990437728], [2056, 193.50709130863547], [2057, 237.4142249521381], [2069, 178.37111037775537], [2076, 175.20882788992841], [2079, 211.9092501683134], [2083, 220.4099127660038], [2085, 176.71150366438172], [2089, 178.08612995865866], [2095, 185.28864963954183], [2097, 174.1586329460652]]",14,"[3, 4, 7]",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
887,200,"[[2030, 191.4332012107186], [2045, 224.9020326942849], [2046, 208.7598872422964], [2053, 182.66554566240143], [2055, 193.48463296204153], [2056, 237.31892033400555], [2068, 178.3737614420092], [2075, 175.21653782205956], [2078, 211.85814864665286], [2082, 220.3456096540779], [2084, 176.71671995134054], [2088, 178.08914664190328], [2094, 185.28039165438082], [2096, 174.16772557879315]]",14,"[3, 5, 6]",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
888,200,"[[2029, 191.41333219173276], [2044, 224.82598279618182], [2045, 208.71125941362584], [2052, 182.6610914204256], [2054, 193.46217461544762], [2055, 237.22361571587302], [2067, 178.37641250626302], [2074, 175.2242477541907], [2077, 211.80704712499232], [2081, 220.28130654215198], [2083, 176.72193623829938], [2087, 178.0921633251479], [2093, 185.2721336692198], [2095, 174.1768182115211]]",14,"[3, 5, 6]",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
889,200,"[[2028, 191.3934631727469], [2043, 224.74993289807875], [2044, 208.6626315849553], [2051, 182.65663717844976], [2053, 193.4397162688537], [2054, 237.12831109774046], [2066, 178.37906357051685], [2073, 175.23195768632186], [2076, 211.7559456033318], [2080, 220.2170034302261], [2082, 176.72715252525822], [2086, 178.09518000839253], [2092, 185.2638756840588], [2094, 174.18591084424904]]",14,"[3, 5, 6]",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
896,200,"[[2036, 224.21758361135727], [2037, 208.32223678426146], [2044, 182.62545748461883], [2046, 193.28250784269616], [2047, 236.4611787708126], [2059, 178.39762102029366], [2069, 211.39823495170805], [2073, 219.76688164674482], [2075, 176.76366653397002], [2079, 178.11629679110493], [2085, 229.85528785635776], [2087, 174.24955927334463], [2095, 220.98732759543225], [2097, 199.1989513749018]]",14,"[5, 4, 5]",False,True,True,True,False,True,True,True,True,True,True,True,True,True,True
897,200,"[[2035, 224.14153371325418], [2036, 208.2736089555909], [2043, 182.62100324264298], [2045, 193.26004949610223], [2046, 236.36587415268005], [2058, 178.40027208454748], [2068, 211.34713343004753], [2072, 219.7025785348189], [2074, 176.76888282092887], [2078, 178.11931347434955], [2084, 229.77620627580157], [2086, 174.25865190607254], [2094, 220.92332775310166], [2096, 199.16906641612388]]",14,"[5, 4, 5]",False,True,True,True,False,True,True,True,True,True,True,True,True,True,True
898,200,"[[2034, 224.0654838151511], [2035, 208.22498112692034], [2042, 182.61654900066716], [2044, 193.2375911495083], [2045, 236.27056953454752], [2057, 178.4029231488013], [2067, 211.296031908387], [2071, 219.638275422893], [2073, 176.7740991078877], [2077, 178.12233015759418], [2083, 229.69712469524538], [2085, 174.26774453880049], [2093, 220.85932791077107], [2095, 199.13918145734596]]",14,"[5, 4, 5]",False,True,True,True,False,True,True,True,True,True,True,True,True,True,True
933,200,"[[2036, 217.38766650548658], [2038, 176.95666915144685], [2042, 178.22791407115614], [2048, 226.9292693757784], [2050, 174.58598668427837], [2058, 218.6193334292005], [2060, 198.09320790011873], [2066, 166.92596664009986], [2067, 174.64418428426026], [2072, 237.95459565521045], [2074, 167.13329653259095], [2077, 193.74105360721774], [2080, 232.25514112886313], [2083, 166.09830521191293], [2084, 228.18541217347376], [2085, 182.66125117714617], [2087, 216.3852612664988], [2093, 154.00038402085033], [2096, 143.32045942561143]]",19,"[5, 6, 8]",False,True,True,False,True,True,True,True,True,True,True,True,True,True,True
