seed,scenario,label,turn,available_budget_mana,used_mana,remaining_mana,violations,planting_trees_amount,house_migration_amount,dam_levee_construction_cost,paddy_dam_construction_cost,capacity_building_cost,agricultural_RnD_cost
428,06_balanced,バランス型,1,10.0,10.0,0.0,,1.0,1.0,5.0,1.0,1.0,1.0
428,06_balanced,バランス型,2,8.039,8.039,0.0,,3.039,0.0,0.0,2.0,1.0,2.0
428,06_balanced,バランス型,3,5.269,5.0,0.269,unused_mana=0.27,0.0,0.0,0.0,2.0,1.0,2.0
428,07_late_response,後手対応,1,10.0,0.0,10.0,unused_mana=10.00,0.0,0.0,0.0,0.0,0.0,0.0
428,07_late_response,後手対応,2,7.937,7.937,0.0,,0.0,0.0,5.0,0.0,1.0,1.937
428,07_late_response,後手対応,3,4.954,4.954,0.0,,0.0,0.0,0.0,1.954,1.0,2.0
428,08_ecosystem_sacrifice,生態系犠牲型,1,10.0,10.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
428,08_ecosystem_sacrifice,生態系犠牲型,2,8.03,8.03,0.0,,0.0,0.0,8.03,0.0,0.0,0.0
428,08_ecosystem_sacrifice,生態系犠牲型,3,5.415,5.415,0.0,,0.0,0.0,5.415,0.0,0.0,0.0
428,09_flood_neglect,洪水軽視型,1,10.0,10.0,0.0,,8.0,0.0,0.0,0.0,0.0,2.0
428,09_flood_neglect,洪水軽視型,2,7.937,7.937,0.0,,5.937,0.0,0.0,0.0,0.0,2.0
428,09_flood_neglect,洪水軽視型,3,4.941,4.941,0.0,,2.941,0.0,0.0,0.0,0.0,2.0
429,01_no_policy,放置,1,10.0,0.0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0
429,01_no_policy,放置,2,7.542,0.0,7.542,,0.0,0.0,0.0,0.0,0.0,0.0
429,01_no_policy,放置,3,5.147,0.0,5.147,,0.0,0.0,0.0,0.0,0.0,0.0
429,02_hard_infra,堤防偏重,1,10.0,10.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
429,02_hard_infra,堤防偏重,2,7.729,7.729,0.0,,0.0,0.0,7.729,0.0,0.0,0.0
429,02_hard_infra,堤防偏重,3,5.725,5.725,0.0,,0.0,0.0,5.725,0.0,0.0,0.0
429,03_nature_based,自然共生偏重,1,10.0,10.0,0.0,,4.0,0.0,0.0,6.0,0.0,0.0
429,03_nature_based,自然共生偏重,2,7.585,7.585,0.0,,1.585,0.0,0.0,6.0,0.0,0.0
429,03_nature_based,自然共生偏重,3,5.316,5.316,0.0,,0.0,0.0,0.0,5.316,0.0,0.0
429,04_agri_rnd,農業R&D偏重,1,10.0,10.0,0.0,,8.0,0.0,0.0,0.0,0.0,2.0
429,04_agri_rnd,農業R&D偏重,2,7.542,7.542,0.0,,5.542,0.0,0.0,0.0,0.0,2.0
429,04_agri_rnd,農業R&D偏重,3,5.337,5.337,0.0,,3.337,0.0,0.0,0.0,0.0,2.0
429,05_relocation_capacity,移転・防災偏重,1,10.0,10.0,0.0,,0.0,9.0,0.0,0.0,1.0,0.0
429,05_relocation_capacity,移転・防災偏重,2,5.706,5.706,0.0,,0.0,4.706,0.0,0.0,1.0,0.0
429,05_relocation_capacity,移転・防災偏重,3,2.214,2.214,0.0,,0.0,1.214,0.0,0.0,1.0,0.0
429,06_balanced,バランス型,1,10.0,10.0,0.0,,1.0,1.0,5.0,1.0,1.0,1.0
429,06_balanced,バランス型,2,7.764,7.764,0.0,,2.764,0.0,0.0,2.0,1.0,2.0
429,06_balanced,バランス型,3,5.55,5.0,0.55,unused_mana=0.55,0.0,0.0,0.0,2.0,1.0,2.0
429,07_late_response,後手対応,1,10.0,0.0,10.0,unused_mana=10.00,0.0,0.0,0.0,0.0,0.0,0.0
429,07_late_response,後手対応,2,7.542,7.542,0.0,,0.0,0.0,5.0,0.0,1.0,1.542
429,07_late_response,後手対応,3,5.359,5.0,0.359,unused_mana=0.36,0.0,0.0,5.0,0.0,0.0,0.0
429,08_ecosystem_sacrifice,生態系犠牲型,1,10.0,10.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
429,08_ecosystem_sacrifice,生態系犠牲型,2,7.729,7.729,0.0,,0.0,0.0,7.729,0.0,0.0,0.0
429,08_ecosystem_sacrifice,生態系犠牲型,3,5.725,5.725,0.0,,0.0,0.0,5.725,0.0,0.0,0.0
429,09_flood_neglect,洪水軽視型,1,10.0,10.0,0.0,,8.0,0.0,0.0,0.0,0.0,2.0
429,09_flood_neglect,洪水軽視型,2,7.542,7.542,0.0,,5.542,0.0,0.0,0.0,0.0,2.0
429,09_flood_neglect,洪水軽視型,3,5.337,5.337,0.0,,3.337,0.0,0.0,0.0,0.0,2.0
430,01_no_policy,放置,1,10.0,0.0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0
430,01_no_policy,放置,2,7.547,0.0,7.547,,0.0,0.0,0.0,0.0,0.0,0.0
430,01_no_policy,放置,3,5.154,0.0,5.154,,0.0,0.0,0.0,0.0,0.0,0.0
430,02_hard_infra,堤防偏重,1,10.0,10.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
430,02_hard_infra,堤防偏重,2,7.687,7.687,0.0,,0.0,0.0,7.687,0.0,0.0,0.0
430,02_hard_infra,堤防偏重,3,5.729,5.729,0.0,,0.0,0.0,5.729,0.0,0.0,0.0
430,03_nature_based,自然共生偏重,1,10.0,10.0,0.0,,4.0,0.0,0.0,6.0,0.0,0.0
430,03_nature_based,自然共生偏重,2,7.588,7.588,0.0,,1.588,0.0,0.0,6.0,0.0,0.0
430,03_nature_based,自然共生偏重,3,5.317,5.317,0.0,,0.0,0.0,0.0,5.317,0.0,0.0
430,04_agri_rnd,農業R&D偏重,1,10.0,10.0,0.0,,8.0,0.0,0.0,0.0,0.0,2.0
430,04_agri_rnd,農業R&D偏重,2,7.547,7.547,0.0,,5.547,0.0,0.0,0.0,0.0,2.0
430,04_agri_rnd,農業R&D偏重,3,5.333,5.333,0.0,,3.333,0.0,0.0,0.0,0.0,2.0
430,05_relocation_capacity,移転・防災偏重,1,10.0,10.0,0.0,,0.0,9.0,0.0,0.0,1.0,0.0
430,05_relocation_capacity,移転・防災偏重,2,5.706,5.706,0.0,,0.0,4.706,0.0,0.0,1.0,0.0
430,05_relocation_capacity,移転・防災偏重,3,2.223,2.223,0.0,,0.0,1.223,0.0,0.0,1.0,0.0
430,06_balanced,バランス型,1,10.0,10.0,0.0,,1.0,1.0,5.0,1.0,1.0,1.0
430,06_balanced,バランス型,2,7.711,7.711,0.0,,2.711,0.0,0.0,2.0,1.0,2.0
430,06_balanced,バランス型,3,5.554,5.0,0.554,unused_mana=0.55,0.0,0.0,0.0,2.0,1.0,2.0
430,07_late_response,後手対応,1,10.0,0.0,10.0,unused_mana=10.00,0.0,0.0,0.0,0.0,0.0,0.0
430,07_late_response,後手対応,2,7.547,7.547,0.0,,0.0,0.0,5.0,0.0,1.0,1.547
430,07_late_response,後手対応,3,5.364,5.0,0.364,unused_mana=0.36,0.0,0.0,5.0,0.0,0.0,0.0
430,08_ecosystem_sacrifice,生態系犠牲型,1,10.0,10.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
430,08_ecosystem_sacrifice,生態系犠牲型,2,7.687,7.687,0.0,,0.0,0.0,7.687,0.0,0.0,0.0
430,08_ecosystem_sacrifice,生態系犠牲型,3,5.729,5.729,0.0,,0.0,0.0,5.729,0.0,0.0,0.0
430,09_flood_neglect,洪水軽視型,1,10.0,10.0,0.0,,8.0,0.0,0.0,0.0,0.0,2.0
430,09_flood_neglect,洪水軽視型,2,7.547,7.547,0.0,,5.547,0.0,0.0,0.0,0.0,2.0
430,09_flood_neglect,洪水軽視型,3,5.333,5.333,0.0,,3.333,0.0,0.0,0.0,0.0,2.0
