seed,scenario,label,severe_flood_count,major_flood_count,flood_notice_count,severe_flood_years,major_flood_years,crop_low_year,ecosystem_low_year,ecosystem_critical_year,resident_capacity_low_t2,high_risk_houses_t2,max_flood_damage_jpy,max_flood_2050_2055,max_flood_2065_2075,max_flood_2080_2100,final_available_budget_mana,final_crop_yield,final_ecosystem_level,final_risky_houses,final_resident_capacity,rain_events
428,08_ecosystem_sacrifice,生態系犠牲型,0,0,0,,,2070,2070,,,,224839296.3,152561399.7,224839296.3,200684120.1,3.879,4581.1,68.64,10277.4,0.0,"[[2047, 212.67774298618184], [2051, 168.09464889043227], [2069, 232.57783579390173], [2072, 212.35743226607366], [2074, 161.4859104109829], [2082, 198.77682602544917], [2087, 187.5181536036906], [2093, 222.73980286503473], [2094, 193.883183195107], [2095, 211.1405713839746]]"
428,09_flood_neglect,洪水軽視型,1,0,1,2087,,,,,,,385109570.7,200201609.8,269472820.9,385109570.7,3.405,5000.0,76.53,10277.4,0.0,"[[2047, 212.67774298618184], [2051, 168.09464889043227], [2069, 232.57783579390173], [2072, 212.35743226607366], [2074, 161.4859104109829], [2082, 198.77682602544917], [2087, 187.5181536036906], [2093, 222.73980286503473], [2094, 193.883183195107], [2095, 211.1405713839746]]"
429,01_no_policy,放置,1,3,3,2086,"2068,2092,2094",2069,2095,,2075,2075,478777221.0,199099749.8,301552187.1,478777221.0,3.611,4585.0,71.64,10549.3,0.0,"[[2046, 212.62258402768094], [2050, 168.11460995816088], [2068, 232.49226386863847], [2071, 212.30502550395832], [2073, 161.515799393253], [2081, 198.74689939016272], [2086, 187.50626585234073], [2092, 222.6728575483967], [2093, 193.86147133577595], [2094, 211.09194680229092]]"
429,02_hard_infra,堤防偏重,0,0,0,,,2069,2070,,,,223729678.4,151727365.0,223729678.4,200013357.8,4.189,4585.0,68.64,10549.3,0.0,"[[2046, 212.62258402768094], [2050, 168.11460995816088], [2068, 232.49226386863847], [2071, 212.30502550395832], [2073, 161.515799393253], [2081, 198.74689939016272], [2086, 187.50626585234073], [2092, 222.6728575483967], [2093, 193.86147133577595], [2094, 211.09194680229092]]"
429,03_nature_based,自然共生偏重,1,0,3,2086,,2069,,,,,410415402.5,187256653.6,273601324.7,410415402.5,3.78,4539.2,73.59,10549.3,0.0,"[[2046, 212.62258402768094], [2050, 168.11460995816088], [2068, 232.49226386863847], [2071, 212.30502550395832], [2073, 161.515799393253], [2081, 198.74689939016272], [2086, 187.50626585234073], [2092, 222.6728575483967], [2093, 193.86147133577595], [2094, 211.09194680229092]]"
429,04_agri_rnd,農業R&D偏重,1,0,2,2086,,,,,,,386229137.8,199099749.8,270244694.9,386229137.8,3.801,5000.0,76.39,10549.3,0.0,"[[2046, 212.62258402768094], [2050, 168.11460995816088], [2068, 232.49226386863847], [2071, 212.30502550395832], [2073, 161.515799393253], [2081, 198.74689939016272], [2086, 187.50626585234073], [2092, 222.6728575483967], [2093, 193.86147133577595], [2094, 211.09194680229092]]"
429,05_relocation_capacity,移転・防災偏重,0,1,3,,2086,2069,2095,,,,325073018.7,133464243.7,268808229.6,325073018.7,0.379,4585.0,71.64,2898.0,0.391,"[[2046, 212.62258402768094], [2050, 168.11460995816088], [2068, 232.49226386863847], [2071, 212.30502550395832], [2073, 161.515799393253], [2081, 198.74689939016272], [2086, 187.50626585234073], [2092, 222.6728575483967], [2093, 193.86147133577595], [2094, 211.09194680229092]]"
429,06_balanced,バランス型,0,1,0,,2086,2085,,,,,305802729.7,138199084.1,244673520.9,305802729.7,4.014,4903.8,72.38,10036.4,0.391,"[[2046, 212.62258402768094], [2050, 168.11460995816088], [2068, 232.49226386863847], [2071, 212.30502550395832], [2073, 161.515799393253], [2081, 198.74689939016272], [2086, 187.50626585234073], [2092, 222.6728575483967], [2093, 193.86147133577595], [2094, 211.09194680229092]]"
429,07_late_response,後手対応,1,0,2,2086,,2080,2086,,,,391232980.4,199099749.8,293411787.2,391232980.4,3.823,4705.0,70.44,10549.3,0.08,"[[2046, 212.62258402768094], [2050, 168.11460995816088], [2068, 232.49226386863847], [2071, 212.30502550395832], [2073, 161.515799393253], [2081, 198.74689939016272], [2086, 187.50626585234073], [2092, 222.6728575483967], [2093, 193.86147133577595], [2094, 211.09194680229092]]"
429,08_ecosystem_sacrifice,生態系犠牲型,0,0,0,,,2069,2070,,,,223729678.4,151727365.0,223729678.4,200013357.8,4.189,4585.0,68.64,10549.3,0.0,"[[2046, 212.62258402768094], [2050, 168.11460995816088], [2068, 232.49226386863847], [2071, 212.30502550395832], [2073, 161.515799393253], [2081, 198.74689939016272], [2086, 187.50626585234073], [2092, 222.6728575483967], [2093, 193.86147133577595], [2094, 211.09194680229092]]"
429,09_flood_neglect,洪水軽視型,1,0,2,2086,,,,,,,386229137.8,199099749.8,270244694.9,386229137.8,3.801,5000.0,76.39,10549.3,0.0,"[[2046, 212.62258402768094], [2050, 168.11460995816088], [2068, 232.49226386863847], [2071, 212.30502550395832], [2073, 161.515799393253], [2081, 198.74689939016272], [2086, 187.50626585234073], [2092, 222.6728575483967], [2093, 193.86147133577595], [2094, 211.09194680229092]]"
430,01_no_policy,放置,1,3,3,2085,"2067,2091,2093",2068,2095,,2075,2075,477104604.8,0.0,300084902.0,477104604.8,3.618,4637.1,71.64,10421.1,0.0,"[[2045, 212.56742506918002], [2049, 168.1345710258895], [2067, 232.4066919433752], [2070, 212.25261874184298], [2072, 161.54568837552307], [2080, 198.71697275487625], [2085, 187.49437810099087], [2091, 222.6059122317587], [2092, 193.8397594764449], [2093, 211.04332222060728]]"
430,02_hard_infra,堤防偏重,0,0,0,,,2068,2070,,,,222612545.4,0.0,222612545.4,199335738.3,4.193,4637.1,68.64,10421.1,0.0,"[[2045, 212.56742506918002], [2049, 168.1345710258895], [2067, 232.4066919433752], [2070, 212.25261874184298], [2072, 161.54568837552307], [2080, 198.71697275487625], [2085, 187.49437810099087], [2091, 222.6059122317587], [2092, 193.8397594764449], [2093, 211.04332222060728]]"
430,03_nature_based,自然共生偏重,1,0,3,2085,,2068,,,,,409055137.0,0.0,273271090.1,409055137.0,3.781,4590.8,73.59,10421.1,0.0,"[[2045, 212.56742506918002], [2049, 168.1345710258895], [2067, 232.4066919433752], [2070, 212.25261874184298], [2072, 161.54568837552307], [2080, 198.71697275487625], [2085, 187.49437810099087], [2091, 222.6059122317587], [2092, 193.8397594764449], [2093, 211.04332222060728]]"
430,04_agri_rnd,農業R&D偏重,1,0,2,2085,,,,,,,386073053.5,0.0,271031277.2,386073053.5,3.797,5000.0,76.39,10421.1,0.0,"[[2045, 212.56742506918002], [2049, 168.1345710258895], [2067, 232.4066919433752], [2070, 212.25261874184298], [2072, 161.54568837552307], [2080, 198.71697275487625], [2085, 187.49437810099087], [2091, 222.6059122317587], [2092, 193.8397594764449], [2093, 211.04332222060728]]"
430,05_relocation_capacity,移転・防災偏重,0,1,3,,2085,2068,2095,,,,322067177.0,0.0,266910820.7,322067177.0,0.386,4637.1,71.64,2765.1,0.391,"[[2045, 212.56742506918002], [2049, 168.1345710258895], [2067, 232.4066919433752], [2070, 212.25261874184298], [2072, 161.54568837552307], [2080, 198.71697275487625], [2085, 187.49437810099087], [2091, 222.6059122317587], [2092, 193.8397594764449], [2093, 211.04332222060728]]"
430,06_balanced,バランス型,0,1,0,,2085,2084,,,,,305916581.7,0.0,243646106.6,305916581.7,4.018,4955.5,72.36,9908.3,0.391,"[[2045, 212.56742506918002], [2049, 168.1345710258895], [2067, 232.4066919433752], [2070, 212.25261874184298], [2072, 161.54568837552307], [2080, 198.71697275487625], [2085, 187.49437810099087], [2091, 222.6059122317587], [2092, 193.8397594764449], [2093, 211.04332222060728]]"
430,07_late_response,後手対応,1,0,2,2085,,2079,2086,,,,387933425.4,0.0,292085984.6,387933425.4,3.828,4757.1,70.44,10421.1,0.08,"[[2045, 212.56742506918002], [2049, 168.1345710258895], [2067, 232.4066919433752], [2070, 212.25261874184298], [2072, 161.54568837552307], [2080, 198.71697275487625], [2085, 187.49437810099087], [2091, 222.6059122317587], [2092, 193.8397594764449], [2093, 211.04332222060728]]"
430,08_ecosystem_sacrifice,生態系犠牲型,0,0,0,,,2068,2070,,,,222612545.4,0.0,222612545.4,199335738.3,4.193,4637.1,68.64,10421.1,0.0,"[[2045, 212.56742506918002], [2049, 168.1345710258895], [2067, 232.4066919433752], [2070, 212.25261874184298], [2072, 161.54568837552307], [2080, 198.71697275487625], [2085, 187.49437810099087], [2091, 222.6059122317587], [2092, 193.8397594764449], [2093, 211.04332222060728]]"
430,09_flood_neglect,洪水軽視型,1,0,2,2085,,,,,,,386073053.5,0.0,271031277.2,386073053.5,3.797,5000.0,76.39,10421.1,0.0,"[[2045, 212.56742506918002], [2049, 168.1345710258895], [2067, 232.4066919433752], [2070, 212.25261874184298], [2072, 161.54568837552307], [2080, 198.71697275487625], [2085, 187.49437810099087], [2091, 222.6059122317587], [2092, 193.8397594764449], [2093, 211.04332222060728]]"
