Yield,Flood Damage,Budget,Ecosystem,Urban Convenience,Forest Area,Resident Burden,Policy_ID,RCP,planting_trees_amount_t1,house_migration_amount_t1,dam_levee_construction_cost_t1,paddy_dam_construction_cost_t1,capacity_building_cost_t1,agricultural_RnD_cost_t1,transportation_invest_t1,planting_trees_amount_t2,house_migration_amount_t2,dam_levee_construction_cost_t2,paddy_dam_construction_cost_t2,capacity_building_cost_t2,agricultural_RnD_cost_t2,transportation_invest_t2,planting_trees_amount_t3,house_migration_amount_t3,dam_levee_construction_cost_t3,paddy_dam_construction_cost_t3,capacity_building_cost_t3,agricultural_RnD_cost_t3,transportation_invest_t3,Cluster
335751.43636603653,2675263408.0663576,17648250000,12.40711525771595,98.97286244156248,42.46452500230712,52274.85432035154,129,2.6,1,2,2,1,0,1,2,1,0,1,0,2,2,2,0,2,0,2,0,0,2,4
341606.92509772663,1806913708.6806808,15496500000,25.16421061523189,98.88057398807204,84.92905000461424,38583.536396251744,130,1.9,2,2,2,0,0,0,0,1,2,2,2,2,1,2,0,0,1,2,1,1,0,4
340606.9541997825,2068630590.9013233,17896500000,23.712489772010986,99.5453528495863,84.92905000461424,42899.73636692888,131,2.6,2,1,2,2,1,1,2,1,0,1,1,0,2,0,1,2,0,1,1,1,2,4
127641.37727521276,11809603760.377914,1650000000,-47.67380970225291,100.0,0.0,159020.97520739696,132,8.5,0,0,0,1,1,0,2,0,2,2,2,2,1,2,1,2,2,2,2,1,1,1
254413.16708098524,7304939532.437479,1148250000,9.480239581973237,99.5238299645352,42.46452500230712,98408.72550744517,133,4.5,1,1,0,2,0,0,1,2,2,1,0,1,2,0,0,0,1,1,2,0,0,2
352001.2098210225,2179184919.0118737,3225000000,0.0,100.0,0.0,31787.630594207658,134,1.9,0,0,0,1,2,2,2,1,1,1,2,1,0,0,1,0,1,2,2,1,0,0
283716.58725638385,5313824941.396134,17821500000,22.623488205414365,100.0,84.92905000461424,86479.21139589406,135,6.0,2,0,2,2,1,2,1,2,0,0,1,1,1,0,0,0,1,0,1,0,1,4
331807.42757229245,2887948836.18862,150000000,0.0,99.49361450917937,0.0,38645.29753894451,136,1.9,0,1,0,1,0,0,0,1,1,0,2,2,1,2,2,0,2,0,2,2,0,0
251778.83970458055,8340069919.486616,3398250000,10.177984307801262,99.01072828699964,42.46452500230712,114179.33145733624,137,6.0,1,2,0,0,1,2,2,0,1,1,1,0,1,0,2,0,2,0,2,0,1,2
346389.08875893406,1961021296.8197064,16096500000,24.92130160984787,100.0,84.92905000461424,39480.554939207344,138,1.9,2,0,2,0,0,1,0,2,1,1,2,1,1,1,2,1,0,2,1,1,1,4
355710.9741825959,1669543610.9979372,16996500000,25.25823051543189,98.77125604126536,84.92905000461424,39444.78968429057,139,1.9,2,2,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,1,2,0,4
203841.6413144467,8520449369.235436,17648250000,-21.15654245952479,99.00703517625765,42.46452500230712,129671.08537843195,140,8.5,1,2,2,0,1,2,1,2,1,2,2,0,0,2,2,0,0,2,1,0,1,1
325162.8380186986,3098282196.6706333,3046500000,24.43796928899546,98.95501162736193,84.92905000461424,44031.746805690505,141,2.6,2,2,0,2,2,1,2,1,0,1,1,1,2,2,0,0,0,1,0,2,1,0
252210.0118709528,5499316303.982439,9473250000,12.254413675939393,98.890436941858,42.46452500230712,82237.25681054516,142,6.0,1,2,1,0,2,1,1,0,0,1,0,0,2,1,1,2,1,0,0,1,0,2
185485.9000948965,10390275029.106304,17573250000,-59.431539887005385,100.0,42.46452500230712,153618.64138401597,143,8.5,1,0,2,2,0,2,1,1,2,1,2,2,2,0,0,2,1,1,2,0,1,1
344125.2183563151,1318323130.2514594,15398250000,12.35210530761595,100.0,42.46452500230712,31978.552981591223,144,1.9,1,0,2,2,1,0,0,1,2,1,1,2,2,1,0,1,2,0,0,1,0,4
273186.959943286,5790702424.61914,11146500000,-30.804360045582957,99.03325027320817,84.92905000461424,86714.81955199694,145,6.0,2,2,1,0,2,2,2,1,1,2,0,1,1,1,2,2,2,0,1,0,0,2
332875.8066449599,3532557604.30743,2971500000,23.017488205414363,99.09620604866889,84.92905000461424,49585.989676599944,146,2.6,2,2,0,2,1,2,1,2,2,2,1,0,1,1,0,0,2,0,2,0,1,0
326819.4982664685,2247617015.532857,15646500000,24.59406146583325,99.4441344189948,84.92905000461424,44400.65417241966,147,2.6,2,1,2,2,1,0,0,1,1,0,2,2,0,0,2,2,0,2,1,1,1,4
341507.18299291946,1819307108.8866131,7973250000,12.133633076103015,99.52809589434078,42.46452500230712,31315.882060442553,148,1.9,1,1,1,1,2,0,0,2,0,0,0,1,2,1,0,2,0,1,0,0,0,0
253204.48669879627,7095983183.035365,1823250000,6.4344147716228,98.8492770153753,42.46452500230712,96289.80514784066,149,4.5,1,2,0,0,0,0,2,0,0,1,1,2,0,1,1,1,0,0,1,2,2,2
286698.3359209552,4952308340.21875,9721500000,11.285342158290629,99.02752433603366,84.92905000461424,74419.74534785801,150,6.0,2,2,1,1,2,2,0,0,2,1,2,1,2,0,2,1,0,1,0,2,2,2
290412.655910374,3615728637.551602,8625000000,0.0,99.54220472908328,0.0,55505.521937701255,151,4.5,0,1,1,2,2,0,1,0,2,2,2,2,1,1,2,1,1,0,1,0,1,3
137298.4118187504,10357444181.850502,2048250000,12.900519247715945,99.44622647450258,42.46452500230712,140081.5494950709,152,8.5,1,1,0,2,2,0,2,0,2,0,2,0,1,2,1,1,0,0,2,0,1,2
315377.65349554404,4615327585.998004,18248250000,-20.10978795415679,99.60784794435547,42.46452500230712,76716.8278258093,153,4.5,1,1,2,0,0,2,2,0,1,0,0,1,0,1,2,0,0,0,1,1,0,3
335220.4810346015,2346916503.038739,9323250000,11.921459184597962,98.87914133114714,42.46452500230712,40108.370882013376,154,1.9,1,2,1,0,0,0,2,2,1,1,1,1,0,0,2,1,0,2,1,1,0,0
296256.7292706654,3016195743.888879,15473250000,12.354105307615951,100.0,42.46452500230712,54503.96084980254,155,4.5,1,0,2,2,2,0,0,2,1,2,2,1,0,2,0,0,1,1,0,1,1,4
294515.52664263366,2747433044.4968567,16298250000,-27.087417314557342,99.59846345693141,42.46452500230712,49957.94680094873,156,4.5,1,1,2,2,2,0,1,1,2,2,1,1,2,1,0,1,2,1,0,2,1,3
173782.21561312128,11655973076.321297,10800000000,-59.431539887005385,99.02083809774449,0.0,164794.68959251343,157,8.5,0,2,1,2,0,2,2,2,2,0,0,1,0,0,0,2,0,1,2,0,1,1
131941.59364303417,11584487104.258839,8071500000,-17.701349344117425,99.46384803149584,84.92905000461424,161854.49834492969,158,8.5,2,1,1,1,1,0,0,1,2,0,2,0,2,1,1,1,1,0,1,0,2,1
190707.50723732339,7128404325.019918,16898250000,-31.840899102788686,100.0,42.46452500230712,110230.54229774706,159,8.5,1,0,2,1,2,1,1,1,1,1,1,1,0,2,0,2,0,0,1,1,0,1
339550.74716486695,2461012849.93446,16996500000,25.26023051543189,99.4333863864162,84.92905000461424,49180.22382906106,160,2.6,2,1,2,1,0,1,1,1,2,1,2,1,1,0,1,1,0,0,2,0,1,4
314342.19456898177,3242130487.445082,1396500000,25.860440495431888,99.53883276108787,84.92905000461424,44429.49066081599,161,2.6,2,1,0,2,1,0,1,2,1,1,0,2,2,1,0,2,2,0,0,2,2,0
330301.9472583217,3959775668.620361,10050000000,0.0,98.94774851297454,0.0,61987.790886750234,162,2.6,0,2,1,2,0,2,1,0,0,0,1,2,1,0,1,1,2,1,0,0,0,3
239241.8959409775,5978455909.921999,9300000000,-6.365534846333799,99.09891659119556,0.0,87632.78904950098,163,6.0,0,2,1,0,2,0,2,0,1,2,1,0,0,1,0,1,0,1,1,2,0,3
312742.2335903417,4244819185.240992,248250000,12.753585457016944,100.0,42.46452500230712,56807.172916358984,164,2.6,1,0,0,1,0,0,0,0,0,0,0,0,2,2,1,2,0,1,2,1,2,0
320366.0604022281,2480134941.2160683,15000000000,0.0,100.0,0.0,46883.79360309079,165,2.6,0,0,2,0,0,0,0,2,1,2,0,1,1,2,0,2,2,1,2,1,1,3
291273.8767421777,4855008012.302514,9398250000,12.722220247715946,99.48214246794473,42.46452500230712,73151.32887834247,166,4.5,1,1,1,1,1,1,1,2,0,2,0,0,0,1,2,1,0,0,2,1,0,0
159663.63316795375,8422360913.3648205,8123250000,-58.958824243179826,99.08242416430055,42.46452500230712,119224.48675487124,167,8.5,1,2,1,2,2,0,0,1,2,1,0,0,2,0,0,2,2,0,0,1,1,1
358599.06097376155,1632398622.6669161,18248250000,12.39911525771595,100.0,42.46452500230712,38378.69327527304,168,1.9,1,0,2,0,1,2,2,0,0,1,2,2,0,1,2,1,2,1,0,0,1,4
332188.34421270574,2962624648.751527,10298250000,11.630343138228378,98.9391168736577,42.46452500230712,48770.58334266519,169,2.6,1,2,1,2,1,1,2,1,0,2,0,1,0,1,1,0,2,2,0,2,0,0
356215.2140615162,1689169707.4647462,9646500000,25.706240495431892,99.55492895310897,84.92905000461424,30536.14211411819,170,1.9,2,1,1,2,1,2,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,4
342629.3100629634,2728957050.8661103,2221500000,2.2769161576343735,99.55116041619874,84.92905000461424,38275.05540840487,171,2.6,2,1,0,2,2,2,0,2,2,1,2,1,0,1,0,0,2,1,0,2,0,0
280743.39926560584,4986321606.655418,16396500000,24.21326615220603,99.09456703439618,84.92905000461424,80458.3512149551,172,4.5,2,2,2,2,0,0,1,1,1,1,0,1,2,0,1,0,2,1,2,2,1,4
236709.53939087302,5383121582.3467045,16650000000,-1.7521391403497613,99.47298406125672,0.0,86214.43472721822,173,6.0,0,1,2,0,1,0,2,2,2,1,1,0,0,0,1,1,2,2,1,2,1,3
269646.27820530685,5524559642.010925,10125000000,-39.57340583036209,99.57694101474578,0.0,82328.59708815422,174,6.0,0,1,1,2,2,2,1,1,0,0,2,0,0,2,1,2,1,1,1,2,1,3
297254.09798064415,3745236009.087507,16575000000,0.0,100.0,0.0,65416.79902539624,175,4.5,0,0,2,0,1,1,1,1,0,0,1,2,0,1,1,0,2,2,0,1,0,3
269276.9117171467,6815683857.743729,18496500000,23.682963772462287,99.50215643445931,84.92905000461424,107047.78855995728,176,6.0,2,1,2,1,0,2,2,0,1,0,1,1,2,0,2,0,1,0,2,2,2,4
227343.26625874153,6658037611.650746,15646500000,20.47477533168432,99.01151295299483,84.92905000461424,102431.55036965973,177,6.0,2,2,2,2,0,0,0,2,2,2,1,0,1,1,0,0,1,0,1,0,2,2
214195.3277100463,8185800315.128963,10471500000,25.518230515431895,98.9136545202849,84.92905000461424,119040.04500801738,178,8.5,2,2,1,1,2,2,1,2,2,1,1,0,1,2,2,0,0,1,0,0,2,2
202331.05347053762,7945788036.824149,16996500000,-54.47792166596962,99.49465726412264,84.92905000461424,120692.92753592657,179,8.5,2,1,2,0,1,2,0,0,0,0,1,2,1,0,2,0,0,1,0,1,0,1
175146.5450316743,11077880558.559677,10898250000,-59.431539887005385,100.0,42.46452500230712,157074.75556084843,180,8.5,1,0,1,2,1,2,2,1,2,1,0,2,0,2,2,2,1,0,2,0,2,1
162546.80739907981,9108073828.692133,3046500000,-59.431539887005385,99.06675198279747,84.92905000461424,124001.7342320313,181,8.5,2,2,0,2,2,1,2,0,0,0,1,0,2,1,1,0,0,2,2,0,2,1
287089.0391573004,3236065398.679733,16298250000,12.35410530761595,99.47671533554427,42.46452500230712,57950.654367073206,182,4.5,1,1,2,2,2,0,1,2,1,0,0,0,1,2,2,2,2,1,0,2,0,4
193320.84240541258,7052475652.91756,17550000000,-13.708340158090929,99.46440323424575,0.0,110058.88551287696,183,8.5,0,1,2,1,2,1,2,1,2,2,0,0,1,2,1,0,2,0,2,2,2,3
332522.1271095214,2320060177.022031,16921500000,25.44424049543189,100.0,84.92905000461424,45781.89132929345,184,2.6,2,0,2,1,0,1,1,0,0,1,0,1,1,2,2,0,0,2,2,1,0,4
256029.774040354,5734594814.7881775,8550000000,-11.68032753825131,99.03565392537948,0.0,83821.69544143268,185,6.0,0,2,1,0,2,1,0,1,2,2,1,2,2,2,2,0,2,2,2,2,0,3
253516.69503488883,8230824091.331811,10223250000,-12.476417736650067,98.9875828563198,42.46452500230712,118781.1664993494,186,6.0,1,2,1,2,0,2,1,1,0,1,2,1,1,0,0,0,1,0,1,0,1,2
267144.6991148612,4574381146.851906,16050000000,-58.97710686230188,99.5450046184713,0.0,74249.96943846653,187,6.0,0,1,2,1,2,1,0,1,0,2,1,1,2,1,0,2,2,2,2,0,2,3
228528.6022864176,7488810809.444202,9571500000,-34.27659459678617,99.54316473691976,84.92905000461424,107993.3073641564,188,6.0,2,1,1,1,1,0,2,1,1,1,1,2,1,0,2,1,0,2,1,0,2,1
283260.7173869061,7511167997.950773,2596500000,25.37130160984787,100.0,84.92905000461424,102327.79693309414,189,4.5,2,0,0,0,0,2,1,2,0,1,0,1,0,2,2,2,0,0,1,2,2,2
232420.160788952,5899733490.6426,8221500000,24.451266152206035,99.4503067760171,84.92905000461424,86624.34239211919,190,6.0,2,1,1,2,2,0,0,1,2,0,1,2,0,0,1,0,0,0,0,2,2,2
319264.82243031746,3481524235.4554353,7650000000,0.0,100.0,0.0,52865.01965239788,191,2.6,0,0,1,2,0,0,0,0,2,1,2,2,1,1,0,2,1,1,2,0,1,3
331142.61498269823,3744655742.227918,2221500000,25.900240495431888,98.94354342441243,84.92905000461424,51934.54258921114,192,2.6,2,2,0,2,1,2,0,2,2,2,2,0,2,1,0,1,2,0,0,1,2,0
217776.84890083203,7872230315.355762,10823250000,-56.62481668839558,100.0,42.46452500230712,114379.27093383277,193,8.5,1,0,1,0,2,2,2,2,1,0,2,1,0,0,2,2,2,2,1,0,0,1
341174.55088823027,2449876004.9753304,9248250000,12.335299798120461,99.51562590864748,42.46452500230712,40582.993533037625,194,1.9,1,1,1,0,0,1,1,1,2,0,1,0,1,1,0,1,1,1,1,2,0,0
354336.96831615584,1731670583.2615926,16246500000,25.33303849543189,100.0,84.92905000461424,38117.72306959537,195,1.9,2,0,2,2,0,1,0,2,2,2,2,0,0,1,1,1,1,1,0,1,2,4
334717.0378732893,2660702152.430069,1125000000,0.0,99.51069282254088,0.0,36471.45884079454,196,2.6,0,1,0,2,2,1,0,1,1,0,2,0,1,2,1,1,0,2,0,1,2,0
318215.0417092586,4020196751.09998,8250000000,0.0,100.0,0.0,61246.346918715986,197,2.6,0,0,1,0,0,1,0,0,0,2,1,0,2,2,0,1,0,2,0,2,2,3
356524.1149451255,1097761053.3638515,17746500000,25.39044049543189,100.0,84.92905000461424,31415.28145556129,198,1.9,2,0,2,0,2,1,2,2,1,1,1,0,0,1,2,0,2,1,0,0,0,4
136296.43303515782,10054394234.640083,8146500000,-59.431539887005385,99.52201181495869,84.92905000461424,140994.89482792595,199,8.5,2,1,1,2,1,0,0,0,2,0,0,0,0,1,0,2,1,0,2,0,1,1
302272.887552685,4624514986.854895,1996500000,24.04023250454357,98.95395235541369,84.92905000461424,63424.89663432428,200,2.6,2,2,0,0,0,0,2,0,2,1,1,2,0,1,0,1,2,2,2,2,1,0
342516.29519282636,1963034212.309366,646500000,25.860440495431888,100.0,84.92905000461424,26768.737893746158,201,1.9,2,0,0,2,2,0,0,2,2,2,1,1,1,0,0,2,2,0,2,2,2,0
166765.5233213107,8523833343.291123,15300000000,-37.995466695557965,99.50872839942694,0.0,127533.33724208342,202,8.5,0,1,2,2,1,0,0,1,2,1,0,0,0,1,1,1,1,0,1,1,0,1
283007.06659018237,5515082434.221432,9548250000,8.51604579945472,99.04598012459502,42.46452500230712,81906.16760162244,203,6.0,1,2,1,1,2,2,0,0,2,1,1,1,0,2,1,0,0,1,2,2,1,2
276175.24630886415,5800600961.992024,18375000000,-3.8840509475054183,99.03739870160439,0.0,93669.71440477362,204,6.0,0,2,2,2,1,2,2,2,2,0,1,0,0,1,2,2,1,0,2,1,1,3
329894.77914959344,3300563767.3074546,9571500000,25.171301609847873,99.56979563278485,84.92905000461424,52066.622313209074,205,2.6,2,1,1,1,1,1,1,0,1,1,0,0,2,2,1,2,2,2,0,0,1,4
358677.49366343947,1613250633.6560462,9473250000,12.746120247715945,100.0,42.46452500230712,30462.755015643488,206,1.9,1,0,1,2,2,2,0,1,0,1,1,2,0,2,1,2,1,0,2,1,0,0
171486.58610070078,7974811891.015158,16996500000,-20.527668526271963,99.48859008332354,84.92905000461424,121570.38175789145,207,8.5,2,1,2,0,1,0,2,0,2,0,0,1,0,1,2,0,1,2,1,2,1,1
339018.8341765863,2057434915.6284,9646500000,25.652440495431893,99.48162658416672,84.92905000461424,36288.75398761078,208,1.9,2,1,1,2,1,0,2,0,0,1,2,2,2,1,2,0,2,0,2,0,2,4
320637.3840471359,3540548400.7937436,18571500000,-5.445194694286259,100.0,84.92905000461424,62634.057698101824,209,4.5,2,0,2,2,1,2,2,1,0,1,2,1,1,1,1,2,0,2,1,1,0,4
250527.6359468152,6679710445.914109,2550000000,0.0,100.0,0.0,91261.83942655833,210,6.0,0,0,0,2,2,1,2,2,1,1,0,1,1,0,2,1,1,1,1,1,1,3
353122.66084470367,2025709445.2533493,11146500000,25.305170914033894,98.81766841178062,84.92905000461424,37867.97840711214,211,1.9,2,2,1,1,1,2,2,2,1,2,0,0,2,2,0,0,1,2,1,2,0,4
275304.9071804647,5688201904.392352,1396500000,25.72223051543189,99.50212399714732,84.92905000461424,77124.05363302128,212,4.5,2,1,0,2,1,0,1,1,0,0,0,1,0,2,2,1,2,1,1,2,2,2
260114.68004198337,5423415661.889821,9473250000,-3.3663399356048194,100.0,42.46452500230712,80927.44690772984,213,6.0,1,0,1,2,2,1,1,2,1,0,2,2,2,0,0,2,0,0,2,0,0,3
203442.04085231898,9276824094.464909,998250000,12.753585457016944,100.0,42.46452500230712,124581.27707320364,214,6.0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,2,1,1,0,2,2,2
274698.43481576245,4729468845.063517,15300000000,0.0,98.88843107814029,0.0,77779.19949855233,215,4.5,0,2,2,2,0,0,0,2,0,2,2,0,1,1,0,1,0,1,1,0,2,3
296571.1535574811,6113349219.241206,9150000000,0.0,100.0,0.0,89238.53141214672,216,4.5,0,0,1,2,0,2,0,2,2,0,1,0,0,1,2,2,1,0,2,0,0,3
341807.6513032447,2192159801.505405,2146500000,25.920240495431887,99.00438662386641,84.92905000461424,31217.7116423872,217,1.9,2,2,0,0,2,0,2,1,1,1,1,1,2,1,0,0,0,2,1,0,0,0
141784.2058131176,10487508401.141438,8048250000,-48.12114359752961,98.93815766990369,42.46452500230712,147022.9450198785,218,8.5,1,2,1,2,1,0,0,0,2,0,2,0,1,0,1,2,2,1,2,0,2,1
241779.116742665,6732152647.87528,16246500000,25.33303849543189,100.0,84.92905000461424,104644.92786368597,219,6.0,2,0,2,2,0,1,0,0,1,1,2,1,2,1,0,1,2,0,2,2,1,4
236270.63387854028,7843241659.306845,9496500000,25.518230515431895,100.0,84.92905000461424,112926.34589422245,220,6.0,2,0,1,1,1,1,1,2,1,0,1,1,2,1,1,1,1,2,1,1,1,2
213003.1979544164,7356192708.306477,18496500000,-14.833115161158712,100.0,84.92905000461424,115396.827267724,221,8.5,2,0,2,0,2,2,2,2,2,1,0,0,2,0,0,0,2,1,0,1,2,1
297736.79574629106,6483511896.68545,9923250000,12.740120247715945,100.0,42.46452500230712,95944.91700425095,222,4.5,1,0,1,0,0,2,1,0,1,0,1,2,1,2,0,2,1,2,2,2,1,3
348997.0202898282,1542251079.723727,16073250000,12.45822024771595,99.03946231449974,42.46452500230712,34139.010498090924,223,1.9,1,2,2,0,0,0,1,0,0,1,1,2,2,1,0,1,1,2,0,1,1,4
302065.40619758103,5941289521.256014,2475000000,0.0,99.51532278099424,0.0,81451.36300165988,224,4.5,0,1,0,1,1,2,1,2,1,1,0,0,0,2,0,1,2,1,1,2,2,0
303129.2297164098,4882990347.1137905,10725000000,-14.323360168216206,99.52503593915374,0.0,74037.7460004073,225,4.5,0,1,1,1,1,2,2,0,0,2,2,1,0,2,2,2,1,2,1,2,1,3
192840.69368629484,7841963369.798412,10298250000,-56.49477898512867,98.98986296073554,42.46452500230712,113398.10222703862,226,8.5,1,2,1,1,2,1,2,2,1,0,0,2,0,1,1,1,2,0,1,0,1,1
277148.0414550919,5905207959.86393,17146500000,-11.148410091495457,98.96104252545463,84.92905000461424,94229.24735760281,227,6.0,2,2,2,2,0,2,0,0,0,1,1,1,2,1,1,0,1,1,0,0,2,2
232538.04655795614,8225835922.62914,9900000000,-3.14016166092926,98.99393223260444,0.0,118383.36905713179,228,6.0,0,2,1,0,0,1,2,1,1,0,0,2,2,0,1,2,2,2,0,1,2,2
246997.52765502222,6379209280.963033,1973250000,-30.879864881153235,99.56080781375407,42.46452500230712,86676.94917714012,229,6.0,1,1,0,1,2,1,1,2,0,2,0,1,1,2,0,0,1,2,0,0,0,2
346054.4032859562,2069640160.4656427,8400000000,0.0,100.0,0.0,34957.48431557961,230,1.9,0,0,1,1,1,1,0,0,0,1,1,0,2,2,1,0,2,2,2,1,0,3
273819.6849762253,5189140953.904552,721500000,-12.948891559136632,99.14544963138583,84.92905000461424,69775.94220342209,231,4.5,2,2,0,1,2,0,0,1,2,0,1,0,1,2,1,0,1,1,0,0,2,2
352699.84664699447,1301480474.9906492,15150000000,0.0,99.51851656886637,0.0,30909.186416707646,232,1.9,0,1,2,0,1,0,0,2,0,2,0,0,0,0,0,0,2,2,2,2,2,3
156558.7483938483,13043505375.790577,2400000000,-59.431539887005385,99.04222550358588,0.0,175953.6889858986,233,8.5,0,2,0,0,0,2,1,1,1,2,0,0,0,1,0,0,1,2,1,2,2,1
188943.63417149425,6897742881.113445,17048250000,-48.75574669615898,99.53137526831647,42.46452500230712,107089.20686314968,234,8.5,1,1,2,2,2,0,2,2,1,0,1,1,2,0,1,2,1,1,1,1,1,1
357507.5268935574,1548885835.6305141,9473250000,12.410395499351853,99.4497561120675,42.46452500230712,29178.075277561904,235,1.9,1,1,1,1,2,2,0,1,1,2,0,1,2,2,0,0,1,1,1,1,1,0
331321.85171187256,1987598950.262538,16148250000,12.35410530761595,99.5428947919834,42.46452500230712,40584.63290825886,236,2.6,1,1,2,1,1,0,1,2,2,2,1,1,1,1,2,1,2,0,1,2,0,4
310083.5049083039,4655017669.19935,3623250000,12.930220247715944,98.95761454115556,42.46452500230712,65328.50470730553,237,4.5,1,2,0,2,2,2,2,0,1,0,2,0,2,2,0,1,1,2,2,0,1,0
212550.12734312183,8260749274.436146,17221500000,-38.773905861009055,99.0012419549539,84.92905000461424,125665.2473784214,238,8.5,2,2,2,2,1,2,0,1,2,0,1,0,2,1,2,0,0,0,2,2,0,1
230593.27675849173,7616366383.201766,1396500000,25.022763857215498,99.48646876624568,84.92905000461424,102751.94539356288,239,6.0,2,1,0,2,1,1,0,1,0,2,2,2,2,1,1,2,2,0,1,1,1,2
326957.7478664016,2940214264.1714373,18225000000,0.0,100.0,0.0,56172.48528462024,240,4.5,0,0,2,1,2,2,2,1,2,2,2,0,2,1,1,1,0,2,0,2,1,3
315837.23907536233,3468460763.439214,9225000000,0.0,99.49919154294908,0.0,54297.72959138242,241,2.6,0,1,1,2,0,0,2,1,1,0,0,0,1,1,0,2,2,0,0,2,0,3
245678.09722788588,8616292204.988548,1898250000,12.4262948218443,100.0,42.46452500230712,116634.8679293547,242,6.0,1,0,0,2,1,2,0,2,2,0,2,0,0,1,1,2,1,1,0,0,1,2
256052.1502360911,5298819945.263607,16171500000,23.72514742613681,100.0,84.92905000461424,86077.17421641275,243,6.0,2,0,2,0,1,1,0,0,0,2,1,1,2,2,2,2,1,2,1,1,0,4
302739.134203094,4637772756.137864,1148250000,1.986151038527692,99.07278410106122,42.46452500230712,62763.15084851111,244,2.6,1,2,0,1,0,0,1,0,2,2,1,0,0,2,0,1,0,1,2,0,0,0
332139.30842354335,3779224755.081713,3248250000,12.753585457016944,100.0,42.46452500230712,53071.56144761951,245,2.6,1,0,0,0,1,2,2,1,0,0,0,0,0,1,0,1,0,1,2,2,1,0
268326.30388569616,4547588381.754891,16246500000,25.05717091403389,100.0,84.92905000461424,75285.62156708686,246,6.0,2,0,2,0,2,1,0,1,1,1,2,0,1,0,0,0,2,1,2,0,1,4
341706.8413155807,2817471994.4467187,1823250000,12.753585457016944,99.39955918178516,42.46452500230712,39370.805247449505,247,1.9,1,1,0,1,0,1,1,1,1,2,0,0,2,1,1,0,2,2,0,0,2,0
330255.94133146555,4094469670.1167245,3248250000,12.812105307615944,99.45159422409724,42.46452500230712,57595.87995776984,248,2.6,1,1,0,0,0,2,2,0,2,2,1,0,0,0,0,2,1,2,0,0,0,0
286124.29571921285,5552826278.007123,10321500000,25.01879099870371,99.42407054947809,84.92905000461424,83771.41013715115,249,4.5,2,1,1,2,0,1,2,0,0,1,0,1,2,1,1,2,0,1,1,0,0,2
361184.19535530143,1285362390.7858262,18225000000,0.0,99.50130372443327,0.0,33185.59608337413,250,1.9,0,1,2,1,1,2,2,1,0,1,2,1,2,2,0,2,1,0,2,1,1,3
323518.96492042707,2661196593.0959635,15075000000,0.0,100.0,0.0,49208.00157023377,251,2.6,0,0,2,1,0,0,0,1,1,2,0,1,1,0,0,2,1,0,0,0,2,3
280582.5346577339,5882082776.315298,17671500000,25.45024049543189,100.0,84.92905000461424,95791.96258541672,252,6.0,2,0,2,0,1,2,1,0,2,2,0,1,2,2,1,2,0,2,1,0,2,4
326081.77410158305,4560976996.680489,2723250000,12.960120247715944,98.93729902239923,42.46452500230712,63374.28476153555,253,2.6,1,2,0,2,0,2,1,2,2,0,2,0,2,0,1,0,0,2,0,2,2,0
341129.3343152847,3045551430.952756,1898250000,12.900519247715945,98.97597010552983,42.46452500230712,42344.24372070629,254,1.9,1,2,0,1,0,2,0,0,2,2,0,2,1,1,2,0,0,0,0,2,0,0
131016.0521427436,13012295683.127321,9075000000,0.0,100.0,0.0,182822.77425179488,255,8.5,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,2,2,0,1
331856.7974470637,2033292573.27185,15646500000,24.91930160984787,98.94028910764425,84.92905000461424,41179.199843562914,256,2.6,2,2,2,1,1,0,0,0,2,1,0,0,1,2,2,2,0,1,2,0,1,4
323976.2674418305,3584604096.2210765,17550000000,-5.684775508896693,99.0503377285815,0.0,62632.449496017834,257,4.5,0,2,2,1,1,2,1,0,1,2,1,0,0,0,0,2,2,2,1,2,2,3
351385.355828003,1922407875.8171446,17573250000,12.476120247715949,99.51798421018097,42.46452500230712,41421.302032532476,258,1.9,1,1,2,1,0,1,2,1,0,0,2,1,2,0,2,2,1,2,2,2,0,4
356717.26366254495,1538931079.1021702,10800000000,0.0,99.46968024049552,0.0,30515.402011135804,259,1.9,0,1,1,1,2,2,2,0,0,0,0,0,2,1,0,1,2,1,0,1,2,3
333426.3441044724,2387187484.546953,16921500000,25.053170914033892,99.48209878566334,84.92905000461424,47118.29700720842,260,2.6,2,1,2,0,0,1,1,2,2,0,0,2,2,2,1,2,1,0,1,2,1,4
161905.74493099953,10505792058.005545,17746500000,22.118390804331067,98.90307334355853,84.92905000461424,156950.9433859714,261,8.5,2,2,2,0,0,1,2,2,0,0,0,1,2,2,2,1,1,1,1,1,2,2
275611.0575600261,5002102186.81968,9646500000,25.305170914033894,99.00258715056744,84.92905000461424,75580.8552715217,262,4.5,2,2,1,1,1,0,2,1,1,0,1,2,0,1,0,1,0,0,1,1,1,2
273031.5721950096,5411752599.130289,8723250000,12.692519247715945,98.89937446987533,42.46452500230712,80591.88986970116,263,4.5,1,2,1,1,1,0,1,2,1,2,0,1,0,0,0,2,2,2,0,1,0,2
